time,balance,dax
642,2011.8767432160994,1924.339966
643,2018.3901203189796,1930.569946
644,2007.600727739973,1920.25
645,1996.0480203248126,1909.199951
646,2010.3922300326421,1922.920044
647,1990.5905967714305,1903.97998
648,1955.9953941598483,1870.890015
649,1932.586874223325,1848.5
650,1839.632389670904,1759.589966
651,1867.285656591136,1786.040039
652,1812.4287385380785,1733.569946
653,1831.184882551671,1751.51001
654,1832.1989757571841,1752.47998
655,1799.8516001197245,1721.540039
656,1792.5227100390243,1714.530029
657,1816.5584984323768,1737.52002
658,1818.7121393711598,1739.579956
659,1754.2159693694223,1677.890015
660,1720.227103474443,1645.380005
661,1657.089992128406,1584.98999
662,1639.515384787246,1568.180054
663,1601.9927600078688,1532.290039
664,1616.0754698541057,1545.76001
665,1707.921674120185,1633.609985
666,1696.8918399240108,1623.060059
667,1700.1640979013266,1626.189941
668,1728.7687966290152,1653.550049
669,1695.7940249850383,1622.01001
670,1693.8494296213169,1620.150024
671,1678.7212315729505,1605.680054
672,1653.6085589353622,1581.660034
673,1626.7184782561071,1555.939941
674,1630.6182608351176,1559.670044
675,1676.3584154184393,1603.420044
676,1650.817056642693,1578.98999
677,1672.1032030873616,1599.349976
678,1653.1903381445723,1581.26001
679,1632.8451581599913,1561.800049
680,1596.7965812167033,1527.319946
681,1578.5737757694658,1509.890015
682,1546.6968180189724,1479.400024
683,1532.4467953919714,1465.77002
684,1495.5409737220552,1430.469971
685,1491.1918304550147,1426.310059
686,1430.124766909478,1367.900024
687,1439.7327524567183,1377.089966
688,1463.1622020424898,1399.5
689,1388.3887901430094,1327.97998
690,1469.6129167018246,1405.670044
691,1514.3388494844562,1448.449951
692,1477.6735980268845,1413.380005
693,1466.3509954766998,1402.550049
694,1524.3964508191023,1458.069946
695,1511.7146610180403,1445.939941
696,1469.978812846749,1406.02002
697,1490.4913066575832,1425.640015
698,1528.4007561856436,1461.900024
699,1539.7233587358282,1472.72998
700,1529.2475366103922,1462.709961
701,1506.8741691692962,1441.310059
702,1535.3428204721708,1468.540039
703,1551.6001019519279,1484.089966
704,1541.2184648163422,1474.160034
705,1556.0434312543077,1488.339966
706,1592.4579032970314,1523.170044
707,1566.676102904118,1498.51001
708,1529.6762227485506,1463.119995
709,1519.2841213110855,1453.180054
710,1505.211749262529,1439.719971
711,1499.7543257091472,1434.5
712,1485.8806624834613,1421.22998
713,1484.6470573100291,1420.050049
714,1487.5534201879095,1422.829956
715,1468.6614859398574,1404.76001
716,1432.8430138615454,1370.5
717,1421.00813203492,1359.180054
718,1447.082572186667,1384.119995
719,1473.9515946214967,1409.819946
720,1486.4871288407307,1421.810059
721,1466.089623164796,1402.300049
722,1481.9600778048912,1417.47998
723,1495.258670715414,1430.199951
724,1529.352187993101,1462.810059
725,1526.27838269379,1459.869995
726,1564.104240129057,1496.050049
727,1544.2294790769313,1477.040039
728,1524.6160903367106,1458.280029
729,1499.618406879511,1434.369995
730,1490.5227016542005,1425.670044
731,1489.2053747473085,1424.410034
732,1501.9184319952994,1436.569946
733,1533.1054577999291,1466.400024
734,1508.3272863106488,1442.699951
735,1526.3097776904071,1459.900024
736,1560.9782377335696,1493.060059
737,1579.7133224572478,1510.97998
738,1583.4979893516706,1514.599976
739,1555.3535003539341,1487.680054
740,1587.6590156474083,1518.579956
741,1596.8384415606893,1527.359985
742,1582.086603959127,1513.25
743,1558.9603870292456,1491.130005
744,1547.658586578621,1480.319946
745,1527.438860076308,1460.97998
746,1482.461892779452,1417.959961
747,1485.880662483461,1421.22998
748,1477.610806988162,1413.319946
749,1452.5504610874173,1389.349976
750,1421.2695043468245,1359.430054
751,1432.3830602764585,1370.060059
752,1453.3136473283942,1390.079956
753,1418.185233700145,1356.47998
754,1412.6754855008985,1351.209961
755,1429.936523433977,1367.719971
756,1439.3877870065314,1376.76001
757,1440.1509732475083,1377.48999
758,1406.4548757065397,1345.26001
759,1377.0871182875624,1317.170044
760,1385.210462056168,1324.939941
761,1468.2327998016992,1404.349976
762,1465.4100290166125,1401.650024
763,1456.3874526277052,1393.02002
764,1436.4081677425597,1373.910034
765,1427.5841726268345,1365.469971
766,1442.3255448810282,1379.569946
767,1444.1343489648011,1381.300049
768,1441.2069278424956,1378.5
769,1451.546832183784,1388.390015
770,1459.0221053960004,1395.540039
771,1485.8075346925473,1421.160034
772,1482.0019391943651,1417.52002
773,1512.0178936739308,1446.22998
774,1508.358681307265,1442.72998
775,1490.0521551720567,1425.219971
776,1508.4632051402848,1442.829956
777,1514.9870475905336,1449.069946
778,1561.103691215837,1493.180054
779,1536.8796593469829,1470.01001
780,1550.3246353890218,1482.869995
781,1565.4006363412113,1497.290039
782,1568.8820695342552,1500.619995
783,1628.7363289604307,1557.869995
784,1660.822460881163,1588.560059
785,1638.5534886779096,1567.26001
786,1640.9372344816686,1569.540039
787,1646.405123382419,1574.77002
788,1679.1185227144915,1606.060059
789,1635.9711605554794,1564.790039
790,1624.6798254522237,1553.98999
791,1635.6156022082355,1564.449951
792,1590.502843631431,1521.300049
793,1598.8772229597498,1529.310059
794,1616.9641095773507,1546.609985
795,1656.2118167070405,1584.150024
796,1658.8672726203847,1586.689941
797,1677.6652769779628,1604.670044
798,1647.3668908965778,1575.689941
799,1639.8184898934476,1568.469971
800,1629.6563647257813,1558.75
801,1634.7688228289758,1563.640015
802,1643.7286092246495,1572.209961
803,1629.1126894072347,1558.22998
804,1613.0330605969007,1542.849976
805,1600.3198747537328,1530.689941
806,1597.0266860816798,1527.540039
807,1576.2214249623241,1507.640015
808,1577.4446933835648,1508.810059
809,1567.4602198398322,1499.26001
810,1583.7698259654542,1514.859985
811,1584.250710245278,1515.319946
812,1611.9771060019132,1541.839966
813,1643.9690508418169,1572.439941
814,1639.7453610570446,1568.400024
815,1647.8688334208275,1576.170044
816,1648.0778800413782,1576.369995
817,1660.707344151086,1588.449951
818,1631.517365905731,1560.530029
819,1637.7798370895641,1566.52002
820,1649.4161365975183,1577.650024
821,1673.3055408138655,1600.5
822,1675.396519309103,1602.5
823,1690.4725202612929,1616.920044
824,1687.5869594829726,1614.160034
825,1672.605017016434,1599.829956
826,1648.788869186178,1577.050049
827,1666.1125695628023,1593.619995
828,1672.1659930805956,1599.410034
829,1699.829597798508,1625.869995
830,1694.2362564609784,1620.52002
831,1708.1725821302102,1633.849976
832,1679.9653020937512,1606.869995
833,1705.3602766924923,1631.160034
834,1707.4198601911132,1633.130005
835,1699.81913245114,1625.859985
836,1703.091519023633,1628.98999
837,1681.9517578014586,1608.77002
838,1694.1003376313427,1620.390015
