time,balance,dax
408,1389.847754,1591.189941
409,1389.847754,1574.469971
410,1389.847754,1572.97998
411,1389.847754,1594.430054
412,1389.847754,1600.699951
413,1389.847754,1594.72998
414,1389.847754,1592.849976
415,1389.847754,1604.469971
416,1389.847754,1600.98999
417,1389.847754,1594.589966
418,1389.847754,1589.01001
419,1389.847754,1594.699951
420,1389.847754,1608.050049
421,1389.847754,1622.050049
422,1389.847754,1636.800049
423,1389.847754,1639.369995
424,1389.847754,1638.530029
425,1389.847754,1654.469971
426,1389.847754,1641.060059
427,1389.847754,1630.48999
428,1389.847754,1609.660034
429,1389.847754,1609.890015
430,1389.847754,1607.079956
431,1389.847754,1597.079956
432,1389.847754,1613.119995
433,1389.847754,1617.949951
434,1389.847754,1615.209961
435,1389.847754,1626.02002
436,1389.847754,1635.050049
437,1389.847754,1617.949951
438,1389.847754,1585.060059
439,1389.847754,1586.23999
440,1389.847754,1570.640015
441,1389.847754,1578.48999
442,1389.847754,1596.790039
443,1389.847754,1616.810059
444,1389.847754,1615.77002
445,1389.847754,1629.609985
446,1389.847754,1636.150024
447,1389.847754,1643.670044
448,1389.847754,1610.48999
449,1389.847754,1608.02002
450,1389.847754,1595.630005
451,1389.847754,1385.910034
452,1389.847754,1477.170044
453,1389.847754,1501.48999
454,1389.847754,1522.290039
455,1389.847754,1520.01001
456,1389.847754,1518.23999
457,1389.847754,1508.25
458,1389.847754,1479.219971
459,1389.847754,1492.920044
460,1389.847754,1467.310059
461,1389.847754,1457.810059
462,1396.578559,1464.869995
463,1404.606065,1473.290039
464,1397.274509,1465.599976
465,1377.758837,1445.130005
466,1377.387004,1444.73999
467,1365.422031,1432.189941
468,1369.902991,1436.890015
469,1396.235357,1464.51001
470,1421.461769,1490.969971
471,1456.450904,1527.670044
472,1432.730792,1502.790039
473,1430.290081,1500.22998
474,1445.000794,1515.660034
475,1456.384103,1527.599976
476,1462.247416,1533.75
477,1443.475409,1514.060059
478,1461.599066,1533.069946
479,1477.558764,1549.810059
480,1487.311828,1560.040039
481,1475.766404,1547.930054
482,1492.831822,1565.829956
483,1483.851052,1556.410034
484,1529.041314,1603.810059
485,1560.560014,1636.869995
486,1545.534727,1621.109985
487,1577.044,1654.160034
488,1590.105267,1667.859985
489,1569.73153,1646.48999
490,1575.194382,1652.219971
491,1573.402022,1650.339966
492,1554.305898,1630.310059
493,1553.152229,1629.099976
494,1552.57068,1628.48999
495,1557.251811,1633.400024
496,1564.02079,1640.5
497,1594.014105,1671.959961
498,1598.67615,1676.849976
499,1607.056402,1685.640015
500,1652.09409,1732.880005
501,1695.225016,1778.119995
502,1705.492944,1788.890015
503,1780.238002,1867.290039
504,1745.563556,1830.920044
505,1728.383619,1812.900024
506,1755.621651,1841.469971
507,1778.5505,1865.52002
508,1757.128067,1843.050049
509,1757.480813,1843.420044
510,1774.203028,1860.959961
511,1754.582499,1840.380005
512,1721.900586,1806.099976
513,1726.200341,1810.609985
514,1689.075758,1771.670044
515,1692.526991,1775.290039
516,1703.767269,1787.079956
517,1701.784279,1785
518,1669.960432,1751.619995
519,1708.000339,1791.52002
520,1714.387942,1798.219971
521,1731.043472,1815.689941
522,1730.576325,1815.199951
523,1736.306151,1821.209961
524,1766.537928,1852.920044
525,1819.488604,1908.459961
526,1849.386604,1939.819946
527,1845.983087,1936.25
528,1807.27586,1895.650024
529,1820.909132,1909.949951
530,1807.542835,1895.930054
531,1758.481793,1844.469971
532,1770.522994,1857.099976
533,1750.959606,1836.579956
534,1759.864264,1845.920044
535,1800.764196,1888.819946
536,1798.771663,1886.72998
537,1745.172637,1830.51001
538,1723.140026,1807.400024
539,1738.48943,1823.5
540,1705.016253,1788.390015
541,1681.820547,1764.060059
542,1713.263018,1797.040039
543,1722.405905,1806.630005
544,1712.443125,1796.180054
545,1720.832803,1804.97998
546,1752.485108,1838.180054
547,1735.495801,1820.359985
548,1756.050742,1841.920044
549,1775.146865,1861.949951
550,1772.229582,1858.890015
551,1757.785843,1843.73999
552,1779.551479,1866.569946
553,1789.390432,1876.890015
554,1796.416842,1884.26001
555,1794.243106,1881.97998
556,1834.838125,1924.560059
557,1814.569245,1903.300049
558,1840.663265,1930.670044
559,1841.692874,1931.75
560,1832.054211,1921.640015
561,1844.581645,1934.780029
562,1837.088088,1926.920044
563,1828.869953,1918.300049
564,1864.697952,1955.880005
565,1875.061194,1966.75
566,1845.03925,1935.26001
567,1874.260386,1965.910034
568,1869.474398,1960.890015
569,1861.761582,1952.800049
570,1867.748723,1959.079956
571,1830.280937,1919.780029
572,1823.950477,1913.140015
573,1802.747302,1890.900024
574,1820.832903,1909.869995
575,1826.896389,1916.22998
576,1808.477129,1896.910034
577,1786.434975,1873.790039
578,1802.480328,1890.619995
579,1765.041056,1851.349976
580,1755.373762,1841.209961
581,1759.883233,1845.939941
582,1745.563556,1830.920044
583,1733.055208,1817.800049
584,1728.393163,1812.910034
585,1750.225601,1835.810059
586,1787.445498,1874.849976
587,1816.046915,1904.849976
588,1831.329633,1920.880005
589,1821.128508,1910.180054
590,1814.864732,1903.609985
591,1797.027019,1884.900024
592,1796.893532,1884.76001
593,1771.361972,1857.97998
594,1757.814473,1843.77002
595,1764.001903,1850.26001
596,1746.202246,1831.589966
597,1769.903272,1856.449951
598,1732.96932,1817.709961
599,1719.183474,1803.25
600,1748.175809,1833.660034
601,1741.816719,1826.98999
602,1738.222456,1823.219971
603,1765.61306,1851.949951
604,1757.385381,1843.319946
605,1751.064463,1836.689941
606,1763.982816,1850.23999
607,1792.956066,1880.630005
608,1771.333343,1857.949951
609,1760.07398,1846.140015
610,1741.406831,1826.560059
611,1725.342275,1809.709961
612,1727.859214,1812.349976
613,1708.696288,1792.25
614,1703.958014,1787.280029
615,1720.260799,1804.380005
616,1736.430096,1821.339966
617,1766.709471,1853.099976
618,1776.672368,1863.550049
619,1786.692407,1874.060059
620,1794.147791,1881.880005
621,1799.868075,1887.880005
622,1799.315156,1887.300049
623,1821.986457,1911.079956
624,1796.80776,1884.670044
625,1822.234345,1911.339966
626,1822.158117,1911.26001
627,1837.345403,1927.189941
628,1837.345403,1927.069946
629,1837.345403,1924.099976
630,1837.345403,1927.280029
631,1837.345403,1904.02002
632,1837.345403,1902.359985
633,1837.345403,1929.23999
634,1837.345403,1931.849976
635,1837.345403,1932.430054
636,1837.345403,1929.060059
637,1837.345403,1962.069946
638,1837.345403,1962.219971
639,1837.345403,1950.160034
640,1837.345403,1939.819946
641,1837.345403,1922.670044
642,1837.345403,1924.339966
643,1837.345403,1930.569946
644,1837.345403,1920.25
645,1837.345403,1909.199951
646,1837.345403,1922.920044
647,1837.345403,1903.97998
648,1837.345403,1870.890015
649,1837.345403,1848.5
650,1837.345403,1759.589966
651,1837.345403,1786.040039
652,1837.345403,1733.569946
653,1837.345403,1751.51001
654,1837.345403,1752.47998
655,1837.345403,1721.540039
656,1837.345403,1714.530029
657,1837.345403,1737.52002
658,1837.345403,1739.579956
659,1837.345403,1677.890015
660,1837.345403,1645.380005
661,1837.345403,1584.98999
662,1837.345403,1568.180054
663,1837.345403,1532.290039
664,1837.345403,1545.76001
665,1837.345403,1633.609985
666,1837.345403,1623.060059
667,1837.345403,1626.189941
668,1837.345403,1653.550049
669,1837.345403,1622.01001
670,1837.345403,1620.150024
671,1837.345403,1605.680054
672,1837.345403,1581.660034
673,1837.345403,1555.939941
674,1837.345403,1559.670044
675,1837.345403,1603.420044
676,1837.345403,1578.98999
677,1837.345403,1599.349976
678,1837.345403,1581.26001
679,1837.345403,1561.800049
680,1837.345403,1527.319946
681,1837.345403,1509.890015
682,1837.345403,1479.400024
683,1837.345403,1465.77002
684,1837.345403,1430.469971
685,1837.345403,1426.310059
686,1837.345403,1367.900024
687,1837.345403,1377.089966
688,1837.345403,1399.5
689,1837.345403,1327.97998
690,1837.345403,1405.670044
691,1837.345403,1448.449951
692,1837.345403,1413.380005
693,1837.345403,1402.550049
694,1837.345403,1458.069946
695,1837.345403,1445.939941
696,1837.345403,1406.02002
697,1837.345403,1425.640015
698,1837.345403,1461.900024
699,1837.345403,1472.72998
700,1837.345403,1462.709961
701,1837.345403,1441.310059
702,1837.345403,1468.540039
703,1837.345403,1484.089966
704,1837.345403,1474.160034
705,1837.345403,1488.339966
706,1837.345403,1523.170044
707,1837.345403,1498.51001
708,1837.345403,1463.119995
709,1837.345403,1453.180054
710,1837.345403,1439.719971
711,1837.345403,1434.5
712,1820.348812,1421.22998
713,1818.837525,1420.050049
714,1822.398103,1422.829956
715,1799.25364,1404.76001
716,1755.372516,1370.5
717,1740.873631,1359.180054
718,1772.817365,1384.119995
719,1805.734539,1409.819946
720,1821.091792,1421.810059
721,1796.102857,1402.300049
722,1815.545713,1417.47998
723,1831.837787,1430.199951
724,1873.605673,1462.810059
725,1869.839961,1459.869995
726,1916.180328,1496.050049
727,1891.831806,1477.040039
728,1867.803491,1458.280029
729,1837.178889,1434.369995
730,1826.035763,1425.670044
731,1824.421909,1424.410034
732,1839.996644,1436.569946
733,1878.203794,1466.400024
734,1847.848116,1442.699951
735,1869.878423,1459.900024
736,1912.35067,1493.060059
737,1935.302977,1510.97998
738,1939.939563,1514.599976
739,1905.459818,1487.680054
740,1945.037226,1518.579956
741,1956.282919,1527.359985
742,1938.210478,1513.25
743,1909.878606,1491.130005
744,1896.032797,1480.319946
745,1871.261659,1460.97998
746,1816.160485,1417.959961
747,1820.348812,1421.22998
748,1810.217432,1413.319946
749,1779.516062,1389.349976
750,1741.193838,1359.430054
751,1754.809028,1370.060059
752,1780.45104,1390.079956
753,1737.415305,1356.47998
754,1730.665326,1351.209961
755,1751.811782,1367.719971
756,1763.390502,1376.76001
757,1764.32548,1377.48999
758,1723.044472,1345.26001
759,1687.066103,1317.170044
760,1697.017992,1324.939941
761,1798.728458,1404.349976
762,1795.270288,1401.650024
763,1784.216751,1393.02002
764,1759.740178,1373.910034
765,1748.929923,1365.469971
766,1766.989542,1379.569946
767,1769.205504,1381.300049
768,1765.619127,1378.5
769,1778.286519,1388.390015
770,1787.444458,1395.540039
771,1820.259223,1421.160034
772,1815.596997,1417.52002
773,1852.36947,1446.22998
774,1847.886578,1442.72998
775,1825.459297,1425.219971
776,1848.01463,1442.829956
777,1856.006974,1449.069946
778,1912.504362,1493.180054
779,1882.82756,1470.01001
780,1899.298967,1482.869995
781,1917.76854,1497.290039
782,1922.033635,1500.619995
783,1995.360944,1557.869995
784,2034.669586,1588.560059
785,2007.387922,1567.26001
786,2010.308244,1569.540039
787,2017.006941,1574.77002
788,2057.084048,1606.060059
789,2004.224318,1564.790039
790,1990.391331,1553.98999
791,2003.788725,1564.449951
792,1948.521193,1521.300049
793,1958.780625,1529.310059
794,1980.938826,1546.609985
795,2029.021097,1584.150024
796,2032.27429,1586.689941
797,2055.30368,1604.670044
798,2018.1852,1575.689941
799,2008.937672,1568.469971
800,1996.488077,1558.75
801,2002.751337,1563.640015
802,2013.72795,1572.209961
803,1995.822022,1558.22998
804,1976.122908,1542.849976
805,1960.548014,1530.689941
806,1956.513537,1527.540039
807,1931.025062,1507.640015
808,1932.523685,1508.810059
809,1920.29173,1499.26001
810,1940.272589,1514.859985
811,1940.86172,1515.319946
812,1974.82926,1541.839966
813,2014.022514,1572.439941
814,2008.848082,1568.400024
815,2018.800129,1576.170044
816,2019.056231,1576.369995
817,2034.528557,1588.449951
818,1998.767985,1560.530029
819,2006.440124,1566.52002
820,2020.695726,1577.650024
821,2049.962577,1600.5
822,2052.52423,1602.5
823,2070.993803,1616.920044
824,2067.458709,1614.160034
825,2049.104367,1599.829956
826,2019.927262,1577.050049
827,2041.150486,1593.619995
828,2048.56652,1599.410034
829,2082.457136,1625.869995
830,2075.604747,1620.52002
831,2092.678106,1633.849976
832,2058.121435,1606.869995
833,2089.232757,1631.160034
834,2091.755948,1633.130005
835,2082.444315,1625.859985
836,2086.453307,1628.98999
837,2060.555037,1608.77002
838,2075.438233,1620.390015
839,2058.646617,1607.280029
840,2046.8501,1598.069946
841,2033.657684,1587.77002
842,2039.485349,1592.319946
843,2052.639461,1602.589966
844,2065.306852,1612.47998
845,2101.490196,1640.72998
846,2102.104968,1641.209961
847,2129.104888,1662.290039
848,2148.381231,1677.339966
849,2145.742809,1675.280029
850,2160.011234,1686.420044
851,2187.600127,1707.959961
852,2182.771386,1704.189941
